text,polarity
كاميرا كومباكت رخيصه وكل مزاياها موجوده الجوالات الحديثه بتفوق وخاصه الطرازات العاليه كالايفون والجلكسي وغيرها,0
الجهاز ممره ممتاز بالنسبه لسعره وبالنسبه لاداءه الشبك الي داخل المكينه صغير العلم ان المكينه تستوعب اكثر ينفع للعزابين والمتزوج الجديد,1
منتج ممتاز ممتاز وعملي مقارنه بالسعر,1
تبيض الاسنان خلال ايام انصح بهذه السلعه,1
جميله جدا الله يعطيك العافيه الي الامام وبارك الله فيك علي شيء,1
لوحه الكترونيه ممتازه للتحكم بالدواءر الصغيره ينصح سن سنوات وبامكان الشخص البحث اليوتيوب لمعرفه فواءدها التعليميه,1
سعر ممتاز,1
جميله راءعه انصح باستخدامها,1
مطابقه للي الصيدلايات والسعر ارخص,1
خامه ممتازه تناسب الاطفال ونوعيتها ولاتوثر علي جلد الطفل وجفاف تام طوال الليل ولايوجد اي تسريب,1
سعر ممتاز وقيمه ممتازه وايضا علامه تجاريه جيده جدا والتوصيل وقته جيد نطلب المزيد العروض الجيده,1
السلعه مناسبه للاطفال فهي تمتص البلل بشكل جيد خاصه اذا تم اختيار المقاس المناسب علي عكس الانواع الاخري الحفاظات معطره وهذا ايجابي,1
السعله ممتازه لمن لديه مدخل عالجهه اليمين مثلي لابتوبه فلن يستطيع وصل القاعده باللابتوب الا اذا عكس اتجاه القاعده او لديه سلك اخر,1
مفيد جدا لانواع كثيره الهواتف,1
الحقيبه باس صغيره الشيء,1
الماوس ممتاز وانصح بشراءه اذا كنت تبحث شيء سعره معقول يقوم بالمطلوب,1
الفاره ممتازه واصليه معها ضمان سنوات ميكروسوفت,1
رغم ان السماعات تعمل بشكل جيد حتي الان الماوس توقف العمل اسبوعين فقط تشغيله وحتي الان يعمل اعلم حدث,0
تستحق الاقتناء,1
السعر مناسب وعمليه وصحيه لاتستخدم الزيت عمل الفشار وتعمل علي جهد منزلي فولت الكهربا مصر,1
ايجابيات سلبيات عصاره البرتقال خاصيه التقطيع الراءعه اوربت,1
سلعه جميله لمن مهتمون بوجبه الفطور وليس لديهم الوقت للوقوف وصنع البيض,1
صانعه الاومليت السحريه تكنولوجيا الطهي الافقي جهاز راءع للمنزل ينصح بقتناءه للجميع عملي جدا مفيد,1
سيء,0
حقيقه اجد متعه شراء الادوات الحديثه شاهدت عروضا التلفزيون لهذا الجهاز المدهش امكانياته الكبيره,1
ممتازه جدا وجيده الاستخدام وسهوله التنظيف وتجعلك تقوم باشياء تقم السابق وكان الافضل ان يتم ادراج كتيب السلعه يوضح الاستخدامات المتعدده تقوم,1
شاشه جميله وكبيره فرق كبير الصوره شراء كابل خاص بال لتكون,1
باس الصوره واضحه الصوت ضعيف وحجم الشاشه يختلف الشاشه المربعه ان الارتفاع اقل الشاشه المربعه مقاس بوصه,1
الصوره موجود الاصل يوجد,0
كويس السماعه لاتعمل,0
ممتازه وبنفس المواصفات والشحن سريع ومحفوظه بشكل ممتاز يعطيكم العافيه,1
لعبه جميله,1
جهاز عملي ومفيد وسهل الاستخدام,1
انصح بشراءها فهي سلعه شكلها يوحي بمواصفاتها مواصفاتها تنطبق عليها فهي ضعيفه القوه كذالك تتوقف الضغط عليها قليلا لذالك فهي لاتعمل بفعاليه,0
الجهاز راءع جدا واصلي ومعه ضمان عامان,1
لعبه تستحق التجربه وبي سعر قليل يضرك ان تقول اسعر كبير المحلات الاخري لعبه سعره للمعلوميه اللعبه جديده مستعمله,1
ماكينه ممتازه ومتعدده الاغراض وسهله وبسيطه الاستخدام,1
منتج بسيط وسهل الاستعمال وعملي,1
اشتريت السلعه بسعر سوق كوم ايام العروض وهي تستحقالاقتناء ومع الاستمراريه سيزول الشعر الغير مرغوب يجب الاستمرار انه سيعود للظهور شهر او شهرين التوقف الاستعمال,1
المنتج بشكل عام جيد للحلاقه السلبيه الوحيده وجود شفره واحده فقط يعني الحاجه الي المرور علي المكان الواحد اكثر مره احيانا,0
ماكينه براون واصليه ورخيصه السعر مقارنه بالماركه نفسها وبتوفر الذهاب لمراكز التجميل تنظيف الحواجب وبنفس الوقت بتقل شعر الحاجب وجيده للحواجب وازاله الشعر مناطق مختلفه انا عجبتني للحاجب وسهله الاستخدام للي مش بتعرف تشتغل لنظافه الحواجب,1
غبر عملي نهاءيا يستحق المبلغ كثير مبلغ وحرام حتي النجمه,0
الجهاز ممتاز داعي للصالونات,1
جيده وبسيطه وسهله الاستخدام,1
للاسف المنتج اكثر المنتجات السيءه اللي مرت علي يغركم الاعلان,0
جيده جدا الجوده التصنع,1
مناسبه وسعرها جيد بالنسبه للسوق وكمان ناسبت عيوني ولم تسبب اي حساسيه الانواع الاخري استخدمتها سابقا شكرا للسوق للباءع بصراحه روعه,1
جميله وانيقه للاستخدام اليومي ولجميع المناسبات,1
نظاره لجميع المناسبات انيقه وعصريه,1
نظاره ماركه جيده ضمان وشكل عصري انيق,1
منتج ممتاز جدا وسهل الاستخدام,1
الشكل جميل فقط,0
ممتازه المشتملات الماني قويه براسين ملاقيط شكرا جدا علي الخدمه الممتازه انصح بشده,1
الماكينه تعمل بالكهرباء خلال ادابتور تعمل بالشحن ولكنها جيده جدا وسهله الاستخدام وتءدي المطلوب بكل سهوله,1
ممتازه تلبي الاحتياجات المطلوبه راءعه مريحه انصح بشراءها شكرا جزيلا,1
المنتج راءع عملي جدا متوفر الا خلال سوق كوم,1
المنتج ردء الصناعه والجوده منخفظه اثار استغرابي انها وصلت حقيبه لنظاره بولس حتي الاطار الخاص بالنظاره مطبوع بولس والعدسات بولرايزد نوعيه العدسه كنت اتوقع بالاضافه الي انها عريضه علي الوجه وغير ثابته بسبب وزنها الخفيف تقيمي للمنتج يستحق المبلغ المعروضه,0
نظاره مريحه جدا للعينين وذات تصميم عصري وجذاب,1
صراحه روعه,0
موتور ماكينه الحلاقه ضعيف جدا مجرد ديكور خارجي جذاب ومضمون سء ايضا مزعجه جدا بدون فاءده,0
قطعه رهيبه وسهله الاستخدام وبتنضف منيح,1
